,id,saleprice,bsmtfin_sf_1,bsmt_unf_sf,total_bsmt_sf,1st_flr_sf,2nd_flr_sf,wood_deck_sf,open_porch_sf,lot_area,mas_vnr_area,gr_liv_area,garage_area,screen_porch,full_bath,totrms_abvgrd,lot_frontage,half_bath,bedroom_abvgr,overall_qual,exter_qual,bsmt_qual,kitchen_qual,bsmt_exposure,bsmtfin_type_1,ms_zoning,neighborhood,condition_1,foundation,year_remod/add,year_built,garage_yr_blt,sale_type,fireplaces
568,1026,185000,0.0,738.0,738.0,1277,767,28,73,10400,280.0,2044,489.0,0,2,7,80.0,1,3,7,0,4,0,2,0,RL,NWAmes,Norm,CBlock,1988,1980,1980.0,WD ,1
569,1343,123000,80.0,624.0,704.0,624,512,0,365,6240,0.0,1136,336.0,0,1,6,52.0,0,2,4,0,0,0,1,3,RM,BrkSide,Norm,PConc,1950,1929,1990.0,WD ,0
570,2248,183500,1001.0,0.0,1001.0,1299,0,84,0,12150,0.0,1299,486.0,0,2,5,0.0,0,2,6,0,4,4,3,5,RL,Mitchel,Norm,CBlock,1979,1979,1979.0,WD ,1
571,1849,174000,0.0,776.0,776.0,764,677,206,0,2645,456.0,1441,492.0,0,2,5,24.0,1,2,8,4,4,4,1,0,FV,Somerst,Norm,PConc,2000,1999,1999.0,WD ,0
572,2076,130000,587.0,486.0,1073.0,1630,0,0,64,22692,0.0,1630,649.0,0,2,6,0.0,0,3,5,0,0,0,1,2,RL,Edwards,Norm,CBlock,1953,1953,1953.0,COD,1
573,2641,178000,16.0,712.0,728.0,832,809,0,0,9600,0.0,1641,546.0,0,1,6,60.0,1,3,7,0,0,5,1,1,RM,OldTown,Norm,BrkTil,1990,1925,1925.0,WD ,1
574,5,189900,791.0,137.0,928.0,928,701,212,34,13830,0.0,1629,482.0,0,2,6,74.0,1,3,5,0,4,0,1,5,RL,Gilbert,Norm,PConc,1998,1997,1997.0,WD ,1
575,878,144000,685.0,163.0,848.0,848,0,140,0,4435,170.0,848,420.0,0,1,4,0.0,0,1,6,4,4,4,3,5,RM,CollgCr,Norm,PConc,2004,2003,2003.0,WD ,0
576,1548,120500,538.0,278.0,816.0,816,0,0,0,5890,0.0,816,432.0,0,1,5,0.0,0,2,6,4,0,0,3,4,RM,IDOTRR,Norm,BrkTil,2007,1930,2002.0,WD ,0
577,841,145000,0.0,1097.0,1097.0,1097,0,392,64,10859,0.0,1097,672.0,0,1,6,112.0,1,3,5,0,4,0,1,0,RL,CollgCr,Norm,PConc,1995,1994,1995.0,WD ,0
578,1621,251000,1196.0,298.0,1494.0,1652,0,96,48,5330,0.0,1652,499.0,0,2,6,41.0,0,2,8,4,4,5,3,5,RL,StoneBr,Norm,PConc,2000,2000,2000.0,WD ,0
579,218,136500,0.0,1768.0,1768.0,1768,0,0,0,10778,0.0,1768,0.0,0,2,8,72.0,0,4,4,0,0,0,1,0,RL,Sawyer,Norm,CBlock,1968,1968,1978.7077955601446,WD ,0
580,1504,82500,0.0,0.0,0.0,1152,0,0,0,6845,58.0,1152,0.0,0,2,6,74.0,0,2,4,0,0,0,0,0,RL,Edwards,Norm,Slab,1955,1955,1978.7077955601446,WD ,0
581,946,57625,0.0,0.0,0.0,810,0,119,24,21780,0.0,810,280.0,0,1,4,109.0,0,1,2,2,0,0,0,0,I (all),IDOTRR,Norm,CBlock,1950,1910,1975.0,ConLD,0
582,455,212500,876.0,474.0,1350.0,1358,0,192,26,10307,176.0,1358,484.0,0,2,6,80.0,0,2,7,4,4,4,1,5,RL,NridgHt,Norm,PConc,2008,2007,2008.0,WD ,1
583,2906,164000,897.0,319.0,1216.0,1216,0,0,125,4500,116.0,1216,402.0,0,2,5,32.0,0,2,6,0,5,0,1,5,RM,Mitchel,Norm,PConc,1998,1998,1998.0,WD ,0
584,2878,139000,0.0,967.0,967.0,967,671,0,21,9060,327.0,1638,384.0,0,2,6,75.0,0,4,6,0,0,4,1,0,RM,IDOTRR,Norm,CBlock,1957,1957,1957.0,WD ,0
585,1173,160000,510.0,90.0,600.0,624,628,0,48,2160,212.0,1252,462.0,0,2,4,24.0,1,2,7,4,4,4,1,3,FV,Somerst,Norm,PConc,2000,1999,1999.0,WD ,0
586,985,149000,718.0,0.0,828.0,883,0,100,32,7669,0.0,883,698.0,0,1,5,70.0,0,2,5,0,4,0,3,5,RL,Mitchel,Norm,PConc,1993,1992,1998.0,WD ,1
587,975,130000,510.0,354.0,864.0,874,0,33,0,9858,0.0,874,288.0,0,1,5,62.0,0,3,5,0,0,0,1,3,RL,Mitchel,Norm,CBlock,1968,1968,1968.0,WD ,0
588,202,140000,0.0,576.0,576.0,902,808,12,11,10300,0.0,1710,480.0,0,2,9,50.0,0,3,7,0,0,0,1,0,RM,OldTown,RRAn,BrkTil,1950,1921,1990.0,WD ,0
589,528,264500,0.0,1836.0,1836.0,1836,0,0,175,8125,288.0,1836,517.0,0,2,8,65.0,0,3,8,4,4,4,1,0,FV,Somerst,Norm,PConc,2009,2008,2009.0,New,1
590,2579,141000,895.0,197.0,1092.0,1092,0,268,0,14850,0.0,1092,299.0,122,1,6,69.0,0,2,5,0,0,0,1,2,RL,NAmes,Norm,CBlock,1957,1957,1957.0,WD ,1
591,1841,199900,1106.0,135.0,1241.0,1241,0,0,116,4274,0.0,1241,569.0,0,1,4,35.0,1,1,7,4,4,4,1,5,FV,Somerst,Norm,PConc,2007,2006,2007.0,New,0
592,591,167900,686.0,664.0,1350.0,1334,0,0,16,9650,360.0,1334,630.0,0,2,6,80.0,0,2,6,0,4,0,1,4,RL,NWAmes,Norm,CBlock,1977,1977,1977.0,WD ,1
593,1897,181900,594.0,331.0,1144.0,1429,0,216,110,14585,85.0,1429,572.0,0,1,7,0.0,0,3,6,0,0,4,1,3,RL,NAmes,Norm,CBlock,1987,1960,1960.0,WD ,2
594,70,262500,1078.0,488.0,1566.0,1566,0,144,168,9000,36.0,1566,750.0,0,2,7,75.0,0,3,8,4,4,4,3,5,FV,Somerst,Norm,PConc,2008,2008,2008.0,WD ,0
595,590,230000,432.0,476.0,908.0,1316,972,321,72,13774,283.0,2288,520.0,156,1,8,0.0,2,4,7,0,4,4,1,5,RL,NWAmes,Norm,PConc,1992,1977,1977.0,WD ,2
596,1172,328900,1238.0,460.0,1698.0,1709,0,97,65,5119,60.0,1709,506.0,0,2,5,50.0,0,2,9,4,5,4,3,5,FV,Somerst,Norm,PConc,2000,1999,1999.0,CWD,1
597,1714,232698,119.0,1602.0,1721.0,1721,0,168,27,9254,210.0,1721,554.0,0,2,7,71.0,0,3,8,4,4,4,1,5,RL,NridgHt,Norm,PConc,2005,2005,2005.0,WD ,0
598,829,221800,872.0,382.0,1254.0,1254,0,168,92,10324,140.0,1254,810.0,0,2,5,95.0,0,2,8,4,4,4,3,5,RL,CollgCr,Norm,PConc,2008,2008,2008.0,WD ,0
599,1397,152400,336.0,240.0,576.0,864,486,0,0,8375,0.0,1350,627.0,0,1,6,63.0,1,2,5,0,0,4,1,4,RL,Sawyer,Norm,BrkTil,1973,1941,1973.0,WD ,0
600,877,213000,0.0,1630.0,1630.0,1630,0,74,234,9750,171.0,1630,451.0,0,2,6,75.0,0,3,7,4,4,4,1,0,RL,CollgCr,Norm,PConc,2001,2000,2000.0,WD ,1
601,2477,184900,0.0,784.0,784.0,831,754,100,77,7632,96.0,1585,449.0,0,2,7,74.0,1,3,7,4,4,4,1,0,RL,SawyerW,Norm,PConc,2005,2005,2005.0,WD ,0
602,2871,157000,841.0,324.0,1165.0,1336,0,0,0,15750,56.0,1336,375.0,0,1,5,90.0,0,2,5,0,0,0,2,3,RL,Crawfor,Norm,CBlock,1953,1953,1953.0,WD ,2
603,2489,144000,612.0,252.0,864.0,1211,0,161,0,9240,0.0,1211,576.0,0,1,6,0.0,0,2,5,0,0,0,1,3,RL,Sawyer,Norm,CBlock,2002,1962,1972.0,WD ,1
604,1655,192350,903.0,356.0,1259.0,1353,0,240,141,10400,253.0,1353,478.0,0,2,5,80.0,0,2,6,0,4,0,1,5,RL,NWAmes,Norm,CBlock,1999,1979,1979.0,WD ,1
605,1891,163500,654.0,520.0,1174.0,1200,0,0,0,8800,202.0,1200,440.0,0,2,6,80.0,0,3,7,0,0,0,1,3,RL,NAmes,Norm,CBlock,1966,1966,1966.0,CWD,1
606,1419,262280,1085.0,390.0,1475.0,1532,797,192,121,11839,99.0,2329,514.0,0,2,10,86.0,1,4,7,0,4,4,1,5,RL,SawyerW,Norm,PConc,1990,1990,1990.0,WD ,1
607,1473,214000,810.0,726.0,1536.0,1536,0,192,74,9135,113.0,1536,532.0,0,2,7,70.0,0,3,7,4,4,4,3,5,RL,CollgCr,Norm,PConc,2003,2002,2002.0,WD ,0
608,2868,230000,296.0,230.0,1073.0,1811,0,0,0,14115,0.0,1811,470.0,0,1,6,90.0,0,2,6,0,0,5,1,4,RL,Crawfor,Norm,PConc,2004,1956,1956.0,WD ,1
609,1695,280000,0.0,1063.0,1063.0,1071,1101,192,62,14154,350.0,2172,947.0,0,2,9,109.0,1,3,7,4,5,4,1,0,RL,NridgHt,Norm,PConc,2006,2006,2006.0,New,1
610,2244,140000,967.0,106.0,1073.0,1073,0,0,444,6565,0.0,1073,720.0,0,1,6,65.0,0,3,4,0,0,0,1,5,C (all),IDOTRR,Norm,CBlock,1980,1957,1985.0,WD ,0
611,169,155000,0.0,756.0,756.0,1051,788,0,124,7700,351.0,1839,442.0,0,1,7,70.0,1,4,6,0,0,0,1,0,RL,NAmes,PosN,CBlock,1966,1966,1966.0,WD ,1
612,2670,64500,0.0,1020.0,1020.0,1020,0,0,0,4761,0.0,1020,0.0,0,1,5,63.0,0,2,3,2,0,2,1,0,C (all),IDOTRR,Norm,BrkTil,1950,1918,1978.7077955601446,ConLD,0
613,247,218000,860.0,86.0,946.0,964,838,450,92,12361,85.0,1802,1017.0,0,2,8,87.0,1,3,6,4,4,4,1,5,RL,SawyerW,Norm,PConc,1993,1993,2000.0,WD ,1
614,2137,160000,755.0,240.0,995.0,1009,0,0,0,9720,51.0,1009,576.0,0,2,6,72.0,0,3,5,0,0,0,3,4,RL,CollgCr,Norm,CBlock,1977,1977,1977.0,WD ,1
615,1794,208900,24.0,1314.0,1338.0,1338,0,0,141,8640,0.0,1338,598.0,0,2,6,72.0,0,3,8,4,4,4,1,5,FV,Somerst,Norm,PConc,2007,2007,2007.0,New,0
616,1498,284700,0.0,0.0,0.0,3820,0,0,372,47007,0.0,3820,624.0,0,3,11,123.0,1,5,5,0,0,5,0,0,RL,Edwards,Norm,Slab,1996,1959,1959.0,WD ,2
617,1164,146000,0.0,689.0,689.0,703,689,0,102,3180,0.0,1392,540.0,0,2,5,30.0,0,2,7,4,4,4,1,0,FV,Somerst,Norm,PConc,2007,2007,2007.0,WD ,0
618,1179,245500,786.0,474.0,1260.0,1288,0,120,30,14963,0.0,1288,500.0,224,1,4,38.0,1,1,8,4,4,5,1,5,RL,Veenker,Norm,PConc,1996,1996,1996.0,WD ,2
619,1340,113000,0.0,992.0,992.0,1013,0,0,0,5000,0.0,1013,160.0,0,1,6,50.0,0,3,6,0,0,0,1,0,RM,BrkSide,Norm,BrkTil,1950,1926,1926.0,WD ,0
620,436,296000,1531.0,251.0,1782.0,1782,0,99,82,16870,238.0,1782,932.0,0,2,7,129.0,0,3,8,4,5,4,4,5,RL,NridgHt,Norm,PConc,2005,2004,2004.0,WD ,2
621,1636,377426,1249.0,673.0,1922.0,1922,0,178,51,14157,200.0,1922,676.0,0,2,8,86.0,0,3,9,4,5,4,4,5,RL,StoneBr,Norm,PConc,2006,2005,2005.0,WD ,1
622,421,337500,1172.0,528.0,1700.0,1718,0,216,48,12456,230.0,1718,786.0,0,2,7,96.0,0,3,10,5,5,5,4,5,RL,NridgHt,Norm,PConc,2007,2006,2008.0,WD ,1
623,457,552000,2146.0,346.0,2492.0,2492,0,226,235,14836,730.0,2492,949.0,0,2,8,100.0,1,2,10,5,5,5,4,5,RL,NridgHt,Norm,PConc,2005,2004,2004.0,WD ,1
624,2834,97900,0.0,624.0,624.0,624,312,0,0,6956,0.0,936,265.0,0,1,5,56.0,0,3,4,0,2,0,2,0,RL,Edwards,Norm,CBlock,1950,1948,1948.0,WD ,0
625,517,208300,27.0,1191.0,1218.0,1218,0,0,102,7862,0.0,1218,676.0,0,2,4,75.0,0,2,6,4,4,4,1,5,FV,Somerst,Norm,PConc,2009,2009,2009.0,New,0
626,1566,213000,0.0,910.0,910.0,910,910,318,32,11050,0.0,1820,816.0,0,2,8,0.0,1,3,7,0,4,4,2,0,RL,Mitchel,Norm,PConc,1997,1996,1996.0,WD ,1
627,1439,188000,0.0,880.0,880.0,880,844,120,155,8924,0.0,1724,527.0,0,2,8,57.0,1,3,7,0,4,4,3,0,RL,CollgCr,Norm,PConc,1999,1998,1998.0,WD ,0
628,2577,162000,203.0,918.0,1121.0,1336,0,80,0,9610,632.0,1336,488.0,0,1,7,0.0,1,3,6,0,0,0,1,2,RL,NAmes,Feedr,CBlock,1958,1958,1958.0,WD ,1
629,2241,152000,420.0,490.0,910.0,910,648,289,0,13710,0.0,1558,282.0,0,1,6,75.0,1,4,5,0,0,0,1,3,RM,IDOTRR,Norm,CBlock,1950,1950,1950.0,WD ,0
630,71,254900,222.0,769.0,991.0,991,956,0,136,12552,0.0,1947,678.0,0,2,8,100.0,1,3,7,4,4,4,1,5,FV,Somerst,Norm,PConc,2005,2004,2004.0,WD ,1
631,1143,189000,537.0,295.0,832.0,832,825,144,74,14565,145.0,1657,483.0,0,2,6,43.0,1,3,7,4,4,4,3,5,RL,SawyerW,Norm,PConc,1995,1994,1994.0,WD ,0
632,1021,235000,1206.0,656.0,2048.0,2064,0,200,0,18559,383.0,2064,550.0,0,2,7,56.0,0,3,7,4,4,4,1,5,RL,NWAmes,Norm,CBlock,1978,1978,1978.0,WD ,2
633,1416,125000,1040.0,124.0,1164.0,1164,0,0,48,10880,0.0,1164,240.0,0,1,5,68.0,0,3,5,0,0,0,1,4,RL,Edwards,Norm,CBlock,1950,1950,1950.0,ConLD,0
634,35,120000,0.0,836.0,836.0,836,0,0,30,2280,0.0,836,308.0,0,1,4,24.0,0,2,7,0,4,0,1,0,RL,NPkVill,Norm,CBlock,1975,1975,1975.0,WD ,0
635,2904,81500,0.0,0.0,0.0,1600,0,0,0,31250,0.0,1600,270.0,0,1,6,125.0,1,3,1,0,0,0,0,0,A (agr),Mitchel,Artery,CBlock,1951,1951,1951.0,WD ,0
636,2174,118500,816.0,0.0,816.0,816,0,0,32,11841,104.0,816,0.0,0,1,5,81.0,0,3,6,0,4,0,3,5,RL,Edwards,Norm,CBlock,1990,1990,1978.7077955601446,WD ,0
637,522,370878,1121.0,645.0,1766.0,1766,0,195,130,9187,162.0,1766,478.0,0,2,7,85.0,1,2,9,5,5,5,2,5,FV,Somerst,Norm,PConc,2009,2009,2009.0,New,1
638,2211,145000,284.0,717.0,1001.0,1001,1001,0,0,6270,0.0,2002,871.0,0,2,8,82.0,0,4,5,0,0,0,1,3,RH,Crawfor,Norm,CBlock,1950,1949,1949.0,WD ,0
639,1539,311500,341.0,457.0,798.0,1137,817,0,119,15660,312.0,1954,431.0,0,1,8,0.0,1,3,7,4,0,4,1,3,RL,Crawfor,Norm,CBlock,2006,1939,1939.0,WD ,2
640,2420,210250,453.0,767.0,1220.0,1364,0,100,16,3087,14.0,1364,437.0,0,2,6,43.0,0,2,7,4,4,4,3,5,RL,Blmngtn,Norm,PConc,2006,2006,2006.0,New,1
641,2779,200000,700.0,216.0,916.0,920,941,146,91,13450,0.0,1861,492.0,0,2,8,95.0,1,3,7,4,4,4,1,5,RL,CollgCr,Norm,PConc,2002,2002,2002.0,WD ,0
642,953,126000,0.0,0.0,0.0,1302,432,0,0,10125,0.0,1734,539.0,0,2,8,75.0,0,4,5,0,0,4,0,0,RL,Mitchel,Norm,CBlock,1977,1977,1977.0,COD,0
643,658,114000,0.0,405.0,405.0,717,322,0,0,8146,0.0,1039,281.0,111,1,6,80.0,0,2,4,4,2,0,1,0,RL,OldTown,Norm,BrkTil,2003,1900,1940.0,WD ,0
644,714,87500,0.0,677.0,677.0,833,677,0,0,9600,0.0,1510,720.0,0,2,7,60.0,0,3,4,4,2,4,1,0,RM,OldTown,Norm,BrkTil,1950,1910,1974.0,WD ,0
645,1637,349265,986.0,163.0,1149.0,1164,1377,120,32,12328,146.0,2541,729.0,0,3,10,98.0,1,4,8,4,5,5,2,5,RL,StoneBr,Norm,PConc,2005,2005,2005.0,WD ,1
646,538,203000,516.0,222.0,1512.0,1512,0,210,36,10141,264.0,1512,845.0,0,2,6,76.0,0,3,8,4,4,4,4,3,RL,SawyerW,Norm,PConc,2004,2004,2004.0,WD ,0
647,546,189000,20.0,1434.0,1454.0,1434,0,290,39,8529,0.0,1434,527.0,0,2,6,65.0,0,3,7,4,4,4,1,5,RL,SawyerW,Norm,PConc,2001,2001,2001.0,WD ,1
648,533,209000,410.0,402.0,812.0,812,841,0,45,8127,0.0,1653,628.0,0,2,6,65.0,1,3,7,4,4,4,1,5,FV,Somerst,Norm,PConc,2003,2003,2003.0,WD ,0
649,718,160000,0.0,917.0,917.0,1090,917,0,235,8400,0.0,2007,357.0,0,2,8,70.0,0,3,6,0,2,5,2,0,RM,OldTown,Artery,BrkTil,1950,1900,1930.0,WD ,0
650,1830,129000,787.0,250.0,1037.0,1037,0,136,47,10751,44.0,1037,431.0,0,1,5,44.0,0,2,5,0,2,0,4,4,RL,Sawyer,RRAe,CBlock,1974,1974,1974.0,WD ,0
651,2929,170000,1071.0,195.0,1389.0,1389,0,240,38,10010,0.0,1389,418.0,0,1,6,77.0,0,2,5,0,4,0,3,4,RL,Mitchel,Norm,CBlock,1975,1974,1975.0,WD ,1
652,2207,90350,365.0,75.0,440.0,694,0,0,0,4280,0.0,694,352.0,0,1,4,40.0,0,2,5,0,0,4,1,1,RL,Crawfor,Norm,PConc,2002,1913,1990.0,WD ,1
653,1417,79000,0.0,572.0,572.0,572,524,0,8,9600,0.0,1096,0.0,0,1,5,60.0,0,2,6,0,0,0,1,0,RL,Edwards,Artery,BrkTil,1950,1924,1978.7077955601446,WD ,0
654,2787,149900,894.0,0.0,894.0,894,0,256,0,9800,0.0,894,552.0,0,1,5,70.0,0,3,5,0,0,0,1,4,RL,CollgCr,Norm,PConc,1972,1972,1975.0,WD ,0
655,1037,123000,119.0,132.0,864.0,864,0,0,0,7560,0.0,864,576.0,0,1,5,63.0,0,3,5,0,4,0,1,2,RL,NAmes,Norm,CBlock,1971,1971,1977.0,WD ,0
656,2659,87000,0.0,1095.0,1095.0,1095,679,0,0,9600,0.0,1774,779.0,0,2,8,60.0,0,4,4,0,0,0,1,0,RM,OldTown,Norm,BrkTil,1950,1900,1920.0,WD ,0
657,1567,171000,522.0,574.0,1096.0,1118,0,203,0,9880,0.0,1118,358.0,0,1,6,76.0,0,3,6,0,0,0,3,4,RL,Mitchel,Norm,CBlock,1977,1977,1977.0,WD ,1
658,1225,119000,280.0,752.0,1032.0,1032,220,0,0,9600,0.0,1252,288.0,0,1,6,80.0,0,3,6,0,0,0,1,3,RL,NAmes,Norm,CBlock,1950,1950,1950.0,WD ,0
659,685,132500,1148.0,0.0,1148.0,1148,0,0,0,7931,0.0,1148,672.0,0,1,6,70.0,0,3,5,0,0,0,1,3,RL,NAmes,Norm,CBlock,1959,1959,1959.0,WD ,0
660,1358,161000,0.0,588.0,588.0,833,833,192,63,5100,0.0,1666,228.0,0,1,7,0.0,0,3,8,0,0,4,1,0,RM,OldTown,Norm,PConc,1996,1925,1925.0,WD ,1
661,1461,274000,1194.0,163.0,1357.0,1366,581,168,116,9720,134.0,1947,725.0,0,2,7,0.0,1,3,9,4,4,4,2,5,RL,CollgCr,Norm,PConc,2002,2001,2001.0,WD ,1
662,221,125000,842.0,70.0,912.0,912,0,0,0,8521,0.0,912,336.0,0,1,5,70.0,0,3,5,0,0,0,1,4,RL,Sawyer,Feedr,CBlock,1967,1967,1974.0,WD ,1
663,2187,98500,0.0,1195.0,1195.0,1195,0,118,0,8741,0.0,1195,0.0,0,2,8,52.0,0,4,5,0,0,0,1,0,RL,Edwards,Norm,CBlock,1950,1946,1978.7077955601446,WD ,0
664,2504,262000,1456.0,168.0,1624.0,1624,0,0,114,12461,0.0,1624,757.0,0,2,5,89.0,0,2,8,4,4,4,1,5,RL,NoRidge,Norm,PConc,1995,1994,1994.0,WD ,1
665,855,134900,710.0,132.0,914.0,914,0,0,0,6950,40.0,914,444.0,0,1,5,76.0,0,2,5,0,0,0,1,4,RL,CollgCr,Norm,CBlock,1979,1979,1979.0,WD ,0
666,2258,170000,967.0,383.0,1350.0,1328,0,0,104,16905,0.0,1328,308.0,0,1,5,115.0,1,2,5,0,0,0,4,3,RL,Timber,Norm,CBlock,1959,1959,1959.0,WD ,2
667,2205,135000,0.0,686.0,686.0,686,775,0,0,7155,0.0,1461,225.0,0,1,6,53.0,0,3,6,0,0,0,1,0,RL,Crawfor,Norm,BrkTil,1991,1926,1926.0,WD ,1
668,1158,290000,704.0,226.0,930.0,1364,1319,237,251,9205,304.0,2683,473.0,196,2,9,0.0,1,4,6,4,4,4,1,4,RL,NoRidge,Norm,PConc,1991,1990,1990.0,WD ,2
669,1741,173500,0.0,1246.0,1246.0,1258,0,0,0,7697,0.0,1258,462.0,0,2,6,64.0,0,3,7,4,4,4,1,0,RL,Gilbert,Norm,PConc,2007,2007,2007.0,New,0
670,2735,225000,603.0,293.0,896.0,1112,896,103,0,7800,0.0,2008,230.0,0,3,8,78.0,0,3,5,0,0,5,1,5,RL,Edwards,Norm,CBlock,2002,1948,1948.0,WD ,0
671,1888,140500,311.0,386.0,864.0,1187,0,128,0,14357,0.0,1187,440.0,0,1,6,0.0,0,2,5,0,0,0,1,4,RL,NAmes,Norm,CBlock,1961,1961,1961.0,CWD,1
672,2121,126000,495.0,495.0,990.0,990,0,0,64,8775,0.0,990,299.0,0,1,5,65.0,0,3,5,0,4,0,1,5,RL,CollgCr,Norm,PConc,1994,1994,1996.0,WD ,0
673,1176,170000,612.0,348.0,960.0,962,624,169,0,2645,466.0,1586,480.0,0,2,7,24.0,1,3,8,4,4,4,1,5,FV,Somerst,Norm,PConc,1999,1999,1999.0,WD ,0
674,2773,156000,716.0,274.0,990.0,990,0,224,0,13568,0.0,990,576.0,0,1,5,43.0,0,3,5,0,4,0,1,4,RL,CollgCr,Norm,PConc,1995,1995,1996.0,WD ,0
675,2619,207500,1277.0,207.0,1484.0,1600,0,288,258,16321,0.0,1600,319.0,0,1,6,47.0,0,2,5,0,0,0,4,3,RL,NAmes,Norm,CBlock,1997,1957,1957.0,WD ,2
676,1796,255000,350.0,546.0,896.0,896,896,184,96,8640,0.0,1792,590.0,0,2,8,72.0,1,3,8,4,4,4,3,5,FV,Somerst,Norm,PConc,2007,2007,2007.0,New,0
677,1598,94900,437.0,25.0,462.0,526,462,0,101,1596,0.0,988,297.0,0,1,4,21.0,0,1,4,0,4,0,4,5,RM,MeadowV,Norm,CBlock,1973,1973,1973.0,WD ,1
678,1965,140000,625.0,545.0,1170.0,1170,0,0,0,7315,0.0,1170,338.0,225,1,6,70.0,0,3,5,0,0,0,1,2,RL,NAmes,Norm,CBlock,1958,1958,1958.0,WD ,1
679,2651,96900,0.0,738.0,738.0,714,662,0,0,7614,0.0,1376,216.0,225,1,7,42.0,0,2,3,0,0,0,2,0,RM,OldTown,Norm,BrkTil,1950,1905,1930.0,WD ,0
680,609,154000,740.0,184.0,1154.0,1154,0,0,58,11000,200.0,1154,480.0,0,1,6,0.0,1,3,5,0,0,0,2,3,RL,NAmes,Norm,CBlock,1966,1966,1966.0,WD ,1
681,1990,184900,0.0,725.0,725.0,909,863,0,0,10337,0.0,1772,816.0,0,2,7,0.0,1,3,8,4,0,4,1,0,RM,OldTown,Norm,BrkTil,1999,1910,1992.0,WD ,0
682,1053,385000,1636.0,442.0,2078.0,2084,0,188,45,14803,816.0,2084,1220.0,0,2,7,114.0,0,2,10,5,5,5,3,5,RL,NridgHt,PosN,PConc,2008,2007,2007.0,New,1
683,2877,106500,285.0,666.0,951.0,951,0,0,28,8765,0.0,951,327.0,0,1,6,50.0,0,2,4,0,0,0,1,4,RM,IDOTRR,Norm,BrkTil,1950,1936,1936.0,WD ,0
684,497,327000,1173.0,282.0,1455.0,1466,1221,252,30,12720,150.0,2687,810.0,0,2,10,106.0,1,4,8,4,4,4,2,5,RL,NoRidge,Norm,PConc,2000,2000,2000.0,WD ,2
685,514,468000,2158.0,300.0,2458.0,2490,0,70,226,11128,198.0,2490,795.0,0,2,9,85.0,0,2,9,5,5,5,4,5,RL,Somerst,PosN,PConc,2006,2005,2005.0,WD ,2
686,759,135000,0.0,1204.0,1204.0,1204,462,0,0,5160,0.0,1666,384.0,0,1,4,60.0,0,3,6,0,0,0,1,0,RM,IDOTRR,Norm,BrkTil,1950,1927,1927.0,WD ,0
687,2474,142500,0.0,1141.0,1141.0,1141,0,0,0,13072,0.0,1141,484.0,0,1,6,63.0,1,3,6,4,4,0,1,0,RL,SawyerW,RRAe,PConc,2005,2005,2005.0,WD ,0
688,1193,141000,732.0,0.0,732.0,732,732,0,40,8814,0.0,1464,470.0,0,1,7,73.0,1,4,5,0,0,0,1,1,RL,NAmes,Feedr,CBlock,1968,1968,1968.0,WD ,0
689,1415,107500,969.0,148.0,1117.0,820,527,85,0,7000,0.0,1347,0.0,0,1,5,70.0,0,3,5,0,4,0,4,5,RL,Edwards,Norm,CBlock,1991,1910,1978.7077955601446,WD ,0
690,2048,108500,485.0,187.0,672.0,778,504,0,88,4484,0.0,1282,240.0,0,1,4,59.0,0,2,5,0,0,0,1,4,RL,SWISU,Norm,CBlock,1979,1942,1942.0,WD ,0
691,2483,150000,274.0,362.0,636.0,636,684,0,40,9019,0.0,1320,472.0,0,2,6,0.0,1,3,6,0,4,4,1,4,RL,SawyerW,RRAe,PConc,1994,1994,1994.0,WD ,0
692,2883,78000,0.0,216.0,216.0,576,360,0,0,8520,0.0,936,0.0,0,1,6,60.0,0,2,3,0,2,0,1,0,C (all),IDOTRR,Norm,PConc,1950,1916,1978.7077955601446,WD ,0
693,1111,235128,0.0,1580.0,1580.0,1580,0,0,24,11932,186.0,1580,830.0,0,2,7,92.0,0,3,8,4,4,4,1,0,RL,Somerst,Feedr,PConc,2008,2007,2008.0,ConLD,0
694,2072,302000,1219.0,424.0,1643.0,1824,0,380,48,115149,351.0,1824,739.0,0,2,5,0.0,0,2,7,0,4,4,4,5,RL,ClearCr,Norm,CBlock,2002,1971,1971.0,WD ,2
695,1450,163000,88.0,180.0,864.0,1558,0,140,0,14330,0.0,1558,440.0,227,2,5,40.0,0,2,5,0,0,0,1,2,RL,CollgCr,Norm,CBlock,2001,1975,1975.0,WD ,0
696,274,84900,0.0,0.0,0.0,640,0,0,0,8777,0.0,640,240.0,0,1,5,67.0,0,2,3,0,0,0,0,0,RL,Edwards,Feedr,CBlock,2007,1945,1945.0,ConLD,0
697,413,147000,257.0,103.0,855.0,855,467,260,0,2308,0.0,1322,440.0,0,2,6,24.0,1,3,6,0,0,0,1,4,RL,NPkVill,Norm,CBlock,1974,1974,1974.0,WD ,1
698,751,155000,299.0,611.0,910.0,916,910,0,0,2500,0.0,1826,164.0,0,1,7,50.0,1,4,7,4,0,5,1,4,RM,OldTown,Norm,PConc,2005,1915,1915.0,WD ,1
699,2897,180000,1053.0,256.0,1309.0,1339,0,0,58,8049,54.0,1339,484.0,90,2,6,50.0,0,2,7,0,4,0,1,4,RL,Timber,Norm,CBlock,1990,1990,1990.0,WD ,1
